source_url	parsed_url
http://wstone.site	https://acrossthemargin.com/big-mama-extorts-a-bank-loan/
http://wstone.site	http://wstone.site
http://wstone.site	https://stackpath.bootstrapcdn.com/bootstrap/4.1.1/css/bootstrap.min.css
http://wstone.site	mailto:wstone.author@gmail.com
http://wstone.site	https://twitter.com/W_Stone_Author
http://wstone.site	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.14.0/css/all.min.css
http://wstone.site	http://wstone.site/css/default.css
http://wstone.site	https://www.youtube.com/channel/UCaIo5smQlKwWCrlVFebHFuQ
http://wstone.site	http://wstone.site#home
http://wstone.site	http://wstone.site#reading-section
http://wstone.site	http://wstone.site/img/Feights-2.ico
http://wstone.site	https://www.amazon.com/s?i=digital-text&rh=p_27%3AWendy+Stone&s=relevancerank&text=Wendy+Stone&ref=dp_byline_sr_ebooks_1
https://wwhitsett.info	https://wwhitsett.info#section-head
https://wwhitsett.info	https://www.linkedin.com/in/wendi-whitsett
https://wwhitsett.info	http://wstone.site
https://wwhitsett.info	https://wwhitsett.info
https://wwhitsett.info	https://wwhitsett.info/static/favicon.png
https://wwhitsett.info	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.14.0/css/all.min.css
https://wwhitsett.info	https://wwhitsett.info/
https://wwhitsett.info	mailto:hosjev@gmail.com
https://wwhitsett.info	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/css/bootstrap.min.css
https://wwhitsett.info	https://github.com/Hosjev
https://wwhitsett.info	https://wwhitsett.info/static/NewResume.pdf
https://wwhitsett.info	https://wwhitsett.info/static/jobs/style.css
